auction_id,project_auction_start,project_auction_end,project_auction_online,project_accountmanager,project_businessline,project_businessunit,main_category,is_homedelivery,is_public,is_automatic_credit
45945,2020-02-05T16:00:00,2020-02-17T15:01:00,2020-02-04T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45954,2020-02-07T11:00:00,2020-02-14T18:01:00,2020-02-05T00:00:00,100,001. Art Recurrent,Art & Antiques,Wijn,0,1,0
45961,2020-02-18T11:00:00,2020-02-25T10:02:00,2020-02-14T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45965,2020-02-11T12:00:00,2020-02-18T11:00:00,2020-02-11T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45967,2020-02-07T10:00:00,2020-02-10T17:30:00,2020-02-06T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45974,2020-02-06T16:00:00,2020-02-17T17:01:00,2020-02-04T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,0,0
45975,2020-02-07T08:00:00,2020-02-19T15:01:00,2020-02-06T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45976,2020-02-03T11:00:00,2020-02-09T18:02:00,2020-01-31T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45992,2020-02-17T16:00:00,2020-02-28T19:01:00,2020-02-14T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Consumentengoederen,0,0,0
45995,2020-02-06T11:00:00,2020-02-18T16:30:00,2020-02-04T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45893,2020-02-06T08:00:00,2020-02-18T19:01:00,2020-02-04T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,1,0,0
45898,2020-02-06T16:01:00,2020-02-14T22:59:00,2020-02-04T00:00:00,102,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45951,2020-02-10T16:00:00,2020-02-19T15:00:00,2020-02-07T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45959,2020-02-09T11:00:00,2020-02-18T19:31:00,2020-02-06T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45963,2020-02-12T17:01:00,2020-02-24T15:01:00,2020-02-11T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45972,2020-02-11T16:00:00,2020-02-19T17:01:00,2020-02-10T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45993,2020-02-06T11:01:00,2020-02-18T16:01:00,2020-02-04T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
46002,2020-02-25T22:00:00,2020-02-26T20:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46005,2020-02-23T13:00:00,2020-02-24T10:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46009,2020-02-27T13:00:00,2020-02-28T10:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46026,2020-02-10T16:00:00,2020-02-17T15:00:00,2020-02-07T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
46039,2020-02-06T11:00:00,2020-02-18T15:01:00,2020-02-05T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
46089,2020-02-08T16:01:00,2020-02-18T19:01:00,2020-02-07T00:00:00,119,001. Seller location,Consumer & Small Business,NULL,0,0,0
46003,2020-02-26T22:00:00,2020-02-27T20:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46004,2020-02-27T22:00:00,2020-02-28T20:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46048,2020-02-10T16:00:00,2020-02-17T11:00:00,2020-02-07T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
46049,2020-02-12T16:01:00,2020-02-18T17:01:00,2020-02-11T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
46053,2020-02-13T11:00:00,2020-02-20T17:31:00,2020-02-12T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
46080,2020-02-17T09:00:00,2020-02-24T18:30:00,2020-02-14T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,1,0
46108,2020-02-15T08:00:00,2020-02-26T18:00:00,2020-02-14T00:00:00,118,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,1,0,0
46111,2020-02-14T16:01:00,2020-02-24T19:00:00,2020-02-12T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
46114,2020-02-07T16:00:00,2020-02-13T18:01:00,2020-02-07T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
46125,2020-02-15T08:00:00,2020-02-25T18:01:00,2020-02-14T00:00:00,103,001. Seller location,Consumer & Small Business,Horeca,0,1,0
46133,2020-02-13T16:01:00,2020-02-25T15:01:00,2020-02-11T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
46152,2020-02-10T16:00:00,2020-02-16T16:00:00,2020-02-11T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
46156,2020-02-15T16:01:00,2020-02-26T18:01:00,2020-02-14T00:00:00,101,001. Solo - Delivery,Consumer & Small Business,Woninginrichting,0,0,0
46187,2020-02-18T16:01:00,2020-02-23T18:01:00,2020-02-13T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
46196,2020-02-19T16:00:00,2020-02-28T17:01:00,2020-02-18T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,1,0,0
